YEAR,DATE,TIME,Hour,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,INVOLVED,RELATED,Neighbourh
2016,2016-07-19 4:00:00 AM,1850,18,RICHMOND ST W,PORTLAND ST,27 m West of,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.646899,-79.401088,INTERSECTION,AT/NEAR PRIVATE DRIVE,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,50 to 54,NONE,WEST,"AUTOMOBILE, STATION WAGON",TURNING RIGHT,FAILED TO YIELD RIGHT OF WAY,INATTENTIVE,,,,,,,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Waterfront Communities-The Island (77)
2016,2016-07-19 4:00:00 AM,1850,18,RICHMOND ST W,PORTLAND ST,27 m West of,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.646899,-79.401088,INTERSECTION,AT/NEAR PRIVATE DRIVE,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,25 to 29,MAJOR,WEST,BICYCLE,GOING AHEAD,,,,,,"Motorist turns right at non-signal Inter.(stop, yield, no cont.,and dwy) and strikes cyclist.",Driving Properly,Normal,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Waterfront Communities-The Island (77)
2009,2009-08-09 4:00:00 AM,1851,18,ROYAL YORK ROAD,JUDSON STRE,,MINOR ARTERIAL,ETOBICOKE YORK,43.615945,-79.49829,MID-BLOCK,AT INTERSECTION,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,50 to 54,MAJOR,SOUTH,BICYCLE,GOING AHEAD,,,,,,"Cyclist loses control and strikes object (pole, ttc track)",Lost control,Normal,CYCLIST,,Mimico (includes Humber Bay Shores) (17)
2012,2012-11-07 5:00:00 AM,1853,18,LESLIE ST,LAKE SHORE BLVD E,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.659243,-79.328388,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DARK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,unknown,NONE,SOUTH,"AUTOMOBILE, STATION WAGON",UNKNOWN,OTHER,UNKNOWN,,,,,,,"CYCLIST,AUTOMOBILE",,South Riverdale (70)
2012,2012-11-07 5:00:00 AM,1853,18,LESLIE ST,LAKE SHORE BLVD E,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.659243,-79.328388,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DARK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,45 to 49,MAJOR,EAST,BICYCLE,GOING AHEAD,,,,,,Insufficient information (to determine cyclist crash type).,Other,Unknown,"CYCLIST,AUTOMOBILE",,South Riverdale (70)
2012,2012-09-02 4:00:00 AM,1855,18,WESTON RD,GLENVALLEY DR,,MINOR ARTERIAL,ETOBICOKE YORK,43.688145,-79.49259,INTERSECTION,AT INTERSECTION,STOP SIGN,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,45 to 49,NONE,NORTH,"AUTOMOBILE, STATION WAGON",TURNING LEFT,FAILED TO YIELD RIGHT OF WAY,INATTENTIVE,,,,,,,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Mount Dennis (115)
2012,2012-09-02 4:00:00 AM,1855,18,WESTON RD,GLENVALLEY DR,,MINOR ARTERIAL,ETOBICOKE YORK,43.688145,-79.49259,INTERSECTION,AT INTERSECTION,STOP SIGN,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,45 to 49,MAJOR,SOUTH,BICYCLE,GOING AHEAD,,,,,,Motorist turned left across cyclists path.,Driving Properly,Normal,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Mount Dennis (115)
2009,2009-02-08 5:00:00 AM,1856,18,DUNDAS ST W,BERESFORD AVE,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.665545,-79.48289,MID-BLOCK,,NO CONTROL,CLEAR,DARK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,50 to 54,NONE,WEST,"AUTOMOBILE, STATION WAGON",GOING AHEAD,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,Runnymede-Bloor West Village (89)
2009,2009-02-08 5:00:00 AM,1856,18,DUNDAS ST W,BERESFORD AVE,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.665545,-79.48289,MID-BLOCK,,NO CONTROL,CLEAR,DARK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,45 to 49,MAJOR,EAST,BICYCLE,CHANGING LANES,,,,,,Insufficient information (to determine cyclist crash type).,Failed to Yield Right of Way,Had Been Drinking,"CYCLIST,AUTOMOBILE",,Runnymede-Bloor West Village (89)
2017,2017-11-23 5:00:00 AM,1856,18,KINGSTON RD,BALSAM AVE,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.680293,-79.289165,INTERSECTION,AT INTERSECTION,NO CONTROL,CLEAR,DARK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,55 to 59,MAJOR,EAST,BICYCLE,GOING AHEAD,,,,,,Motorist turned left across cyclists path.,Driving Properly,Normal,"CYCLIST,AUTOMOBILE",,The Beaches (63)
2017,2017-11-23 5:00:00 AM,1856,18,KINGSTON RD,BALSAM AVE,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.680293,-79.289165,INTERSECTION,AT INTERSECTION,NO CONTROL,CLEAR,DARK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,15 to 19,NONE,WEST,"AUTOMOBILE, STATION WAGON",TURNING LEFT,IMPROPER TURN,INATTENTIVE,,,,,,,"CYCLIST,AUTOMOBILE",,The Beaches (63)
2009,2009-06-23 4:00:00 AM,1900,19,PALMERSTON AVE,DUNDAS ST W,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.651745,-79.40849,INTERSECTION,,STOP SIGN,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,PEDESTRIAN COLLISIONS,PEDESTRIAN,90 to 94,MAJOR,,OTHER,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,"CYCLIST,PEDESTRIAN",,Trinity-Bellwoods (81)
2009,2009-06-23 4:00:00 AM,1900,19,PALMERSTON AVE,DUNDAS ST W,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.651745,-79.40849,INTERSECTION,,STOP SIGN,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,PEDESTRIAN COLLISIONS,CYCLIST,15 to 19,NONE,EAST,BICYCLE,TURNING LEFT,,,,,,Cyclist strikes pedestrian.,Failed to Yield Right of Way,Normal,"CYCLIST,PEDESTRIAN",,Trinity-Bellwoods (81)
2018,2018-11-08 5:00:00 AM,1900,19,LOWTHER AVE,SPADINA RD,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.668891,-79.404735,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DARK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,20 to 24,MAJOR,WEST,BICYCLE,TURNING LEFT,,,,,,Cyclist turned left across motorists path.,Improper Turn,Normal,"CYCLIST,AUTOMOBILE",,Annex (95)
2018,2018-11-08 5:00:00 AM,1900,19,LOWTHER AVE,SPADINA RD,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.668891,-79.404735,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DARK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,25 to 29,NONE,WEST,"AUTOMOBILE, STATION WAGON",TURNING LEFT,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,Annex (95)
2013,2013-10-28 4:00:00 AM,1902,19,DAVENPORT RD,GREENLAW AVE,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.672,-79.445606,INTERSECTION,AT INTERSECTION,NO CONTROL,CLEAR,DUSK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,25 to 29,MINIMAL,EAST,"AUTOMOBILE, STATION WAGON",TURNING LEFT,FAILED TO YIELD RIGHT OF WAY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Dovercourt-Wallace Emerson-Junction (93)
2013,2013-10-28 4:00:00 AM,1902,19,DAVENPORT RD,GREENLAW AVE,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.672,-79.445606,INTERSECTION,AT INTERSECTION,NO CONTROL,CLEAR,DUSK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,30 to 34,MAJOR,WEST,BICYCLE,GOING AHEAD,,,,,,Motorist turned left across cyclists path.,Driving Properly,Normal,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Dovercourt-Wallace Emerson-Junction (93)
2010,2010-09-01 4:00:00 AM,1905,19,SHAFTESBURY ST,CODSELL AVE,,LOCAL,NORTH YORK,43.754843,-79.456088,INTERSECTION,,STOP SIGN,CLEAR,DUSK,DRY,NON-FATAL INJURY,SMV OTHER,MOPED DRIVER,55 to 59,MAJOR,SOUTH,MOPED,GOING AHEAD,,,,,,,,,CYCLIST,,Bathurst Manor (34)
2012,2012-05-24 4:00:00 AM,1905,19,CHURCH ST,WESTON RD,,MINOR ARTERIAL,ETOBICOKE YORK,43.703045,-79.52539,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,35 to 39,NONE,WEST,"AUTOMOBILE, STATION WAGON",TURNING RIGHT,IMPROPER TURN,INATTENTIVE,,,,,,,"CYCLIST,AUTOMOBILE",,Weston (113)
2012,2012-05-24 4:00:00 AM,1905,19,CHURCH ST,WESTON RD,,MINOR ARTERIAL,ETOBICOKE YORK,43.703045,-79.52539,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,60 to 64,MAJOR,SOUTH,BICYCLE,STOPPED,,,,,,Motorist turning right on red at signalized intersection strikes cyclist.,Driving Properly,Normal,"CYCLIST,AUTOMOBILE",,Weston (113)
2016,2016-06-29 4:00:00 AM,1908,19,99 HUMBER BLVD,,,COLLECTOR,ETOBICOKE YORK,43.679877,-79.482257,MID-BLOCK,AT INTERSECTION,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,10 to 14,MAJOR,WEST,BICYCLE,GOING AHEAD,,,,,,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Failed to Yield Right of Way,Normal,"CYCLIST,AUTOMOBILE",,Rockcliffe-Smythe (111)
2016,2016-06-29 4:00:00 AM,1908,19,99 HUMBER BLVD,,,COLLECTOR,ETOBICOKE YORK,43.679877,-79.482257,MID-BLOCK,AT INTERSECTION,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,35 to 39,NONE,NORTH,PICK UP TRUCK,GOING AHEAD,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,Rockcliffe-Smythe (111)
2012,2012-06-27 4:00:00 AM,1910,19,TIPPET RD,WILSON AVE,,MAJOR ARTERIAL,NORTH YORK,43.734576,-79.447261,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,60 to 64,NONE,NORTH,"AUTOMOBILE, STATION WAGON",GOING AHEAD,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,Clanton Park (33)
2012,2012-06-27 4:00:00 AM,1910,19,TIPPET RD,WILSON AVE,,MAJOR ARTERIAL,NORTH YORK,43.734576,-79.447261,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,55 to 59,MAJOR,EAST,BICYCLE,GOING AHEAD,,,,,,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Disobeyed Traffic Control,Inattentive,"CYCLIST,AUTOMOBILE",,Clanton Park (33)
2016,2016-09-05 4:00:00 AM,1913,19,CARLTON ST,SEATON ST,37 m East of,MINOR ARTERIAL,TORONTO AND EAST YORK,43.663439,-79.371478,INTERSECTION,INTERSECTION RELATED,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,35 to 39,NONE,EAST,"AUTOMOBILE, STATION WAGON",GOING AHEAD,SPEED TOO FAST FOR CONDITION,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE","SPEEDING,AGGRESIVE AND DISTRACTED",Moss Park (73)
2016,2016-09-05 4:00:00 AM,1913,19,CARLTON ST,SEATON ST,37 m East of,MINOR ARTERIAL,TORONTO AND EAST YORK,43.663439,-79.371478,INTERSECTION,INTERSECTION RELATED,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,45 to 49,MAJOR,EAST,BICYCLE,GOING AHEAD,,,,,,Cyclist and Driver travelling in same direction. One vehicle rear-ended the other.,Driving Properly,Normal,"CYCLIST,AUTOMOBILE","SPEEDING,AGGRESIVE AND DISTRACTED",Moss Park (73)
2013,2013-10-21 4:00:00 AM,1914,19,5930 FINCH AVE E,,,MINOR ARTERIAL,SCARBOROUGH,43.817439,-79.222263,MID-BLOCK,,NO CONTROL,RAIN,DAYLIGHT,WET,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,60 to 64,NONE,EAST,"AUTOMOBILE, STATION WAGON",GOING AHEAD,FOLLOWING TOO CLOSE,INATTENTIVE,,,,,,,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Malvern (132)
2013,2013-10-21 4:00:00 AM,1914,19,5930 FINCH AVE E,,,MINOR ARTERIAL,SCARBOROUGH,43.817439,-79.222263,MID-BLOCK,,NO CONTROL,RAIN,DAYLIGHT,WET,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,60 to 64,MAJOR,EAST,BICYCLE,GOING AHEAD,,,,,,Cyclist and Driver travelling in same direction. One vehicle rear-ended the other.,Driving Properly,Inattentive,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Malvern (132)
2009,2009-05-26 4:00:00 AM,1915,19,ROGERS ROAD,SILVERTHORN AVEN,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.682745,-79.46329,INTERSECTION,,TRAFFIC SIGNAL,RAIN,DAYLIGHT,WET,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,25 to 29,NONE,WEST,"AUTOMOBILE, STATION WAGON",TURNING RIGHT,IMPROPER TURN,INATTENTIVE,,,,,,,"CYCLIST,AUTOMOBILE",,Keelesdale-Eglinton West (110)
2009,2009-05-26 4:00:00 AM,1915,19,ROGERS ROAD,SILVERTHORN AVEN,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.682745,-79.46329,INTERSECTION,,TRAFFIC SIGNAL,RAIN,DAYLIGHT,WET,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,50 to 54,MAJOR,WEST,BICYCLE,GOING AHEAD,,,,,,Motorist turning right on red at signalized intersection strikes cyclist.,Driving Properly,Normal,"CYCLIST,AUTOMOBILE",,Keelesdale-Eglinton West (110)
2015,2015-06-08 4:00:00 AM,1915,19,PATON RD,LANSDOWNE AVE,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.660639,-79.443607,INTERSECTION,AT INTERSECTION,STOP SIGN,OTHER,DAYLIGHT,OTHER,NON-FATAL INJURY,ANGLE,DRIVER,40 to 44,NONE,EAST,,GOING AHEAD,FAILED TO YIELD RIGHT OF WAY,UNKNOWN,,,,,,,CYCLIST,AGGRESIVE AND DISTRACTED,Dovercourt-Wallace Emerson-Junction (93)
2015,2015-06-08 4:00:00 AM,1915,19,PATON RD,LANSDOWNE AVE,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.660639,-79.443607,INTERSECTION,AT INTERSECTION,STOP SIGN,OTHER,DAYLIGHT,OTHER,NON-FATAL INJURY,ANGLE,MOPED DRIVER,50 to 54,MAJOR,NORTH,MOPED,GOING AHEAD,DRIVING PROPERLY,UNKNOWN,,,,,,,CYCLIST,AGGRESIVE AND DISTRACTED,Dovercourt-Wallace Emerson-Junction (93)
2012,2012-06-10 4:00:00 AM,1916,19,BLOOR STRE W,PALMERSTON BOUL,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.664545,-79.41379,INTERSECTION,,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,50 to 54,NONE,EAST,"AUTOMOBILE, STATION WAGON",PARKED,OTHER,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,Palmerston-Little Italy (80)
2012,2012-06-10 4:00:00 AM,1916,19,BLOOR STRE W,PALMERSTON BOUL,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.664545,-79.41379,INTERSECTION,,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,45 to 49,MAJOR,EAST,BICYCLE,OVERTAKING,,,,,,Cyclist struck opened vehicle door,Driving Properly,Normal,"CYCLIST,AUTOMOBILE",,Palmerston-Little Italy (80)
2014,2014-07-11 4:00:00 AM,1918,19,VICTORIA PARK AVE,GLENCREST BLVD,,MAJOR ARTERIAL,SCARBOROUGH,43.708121,-79.29568,INTERSECTION,AT INTERSECTION,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,50 to 54,NONE,SOUTH,"AUTOMOBILE, STATION WAGON",GOING AHEAD,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,Clairlea-Birchmount (120)
2014,2014-07-11 4:00:00 AM,1918,19,VICTORIA PARK AVE,GLENCREST BLVD,,MAJOR ARTERIAL,SCARBOROUGH,43.708121,-79.29568,INTERSECTION,AT INTERSECTION,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,60 to 64,MAJOR,SOUTH,BICYCLE,TURNING LEFT,,,,,,Cyclist turned left across motorists path.,Improper Turn,Inattentive,"CYCLIST,AUTOMOBILE",,Clairlea-Birchmount (120)
2018,2018-04-13 4:00:00 AM,1918,19,THE WESTWAY,KIPLING  AVE,11 m South of,MAJOR ARTERIAL,ETOBICOKE YORK,43.685553,-79.55466,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,RAIN,"DARK, ARTIFICIAL",WET,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,50 to 54,NONE,NORTH,"AUTOMOBILE, STATION WAGON",GOING AHEAD,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,Willowridge-Martingrove-Richview (7)
2018,2018-04-13 4:00:00 AM,1918,19,THE WESTWAY,KIPLING  AVE,11 m South of,MAJOR ARTERIAL,ETOBICOKE YORK,43.685553,-79.55466,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,RAIN,"DARK, ARTIFICIAL",WET,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,20 to 24,MAJOR,EAST,BICYCLE,TURNING LEFT,,,,,,Cyclist turned left across motorists path.,Disobeyed Traffic Control,Normal,"CYCLIST,AUTOMOBILE",,Willowridge-Martingrove-Richview (7)
2008,2008-05-15 4:00:00 AM,1920,19,WOBURN AVE,GREY RD,,COLLECTOR,NORTH YORK,43.724845,-79.41979,INTERSECTION,AT INTERSECTION,STOP SIGN,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,60 to 64,NONE,WEST,"AUTOMOBILE, STATION WAGON",GOING AHEAD,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,Bedford Park-Nortown (39)
2008,2008-05-15 4:00:00 AM,1920,19,WOBURN AVE,GREY RD,,COLLECTOR,NORTH YORK,43.724845,-79.41979,INTERSECTION,AT INTERSECTION,STOP SIGN,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,35 to 39,MAJOR,NORTH,BICYCLE,GOING AHEAD,,,,,,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Failed to Yield Right of Way,Normal,"CYCLIST,AUTOMOBILE",,Bedford Park-Nortown (39)
2011,2011-10-29 4:00:00 AM,1920,19,CHURCH ST,GOULD ST,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.658245,-79.37789,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DARK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,OTHER,unknown,NONE,,OTHER,PARKED,,,,,,,,,"CYCLIST,AUTOMOBILE",,Church-Yonge Corridor (75)
2011,2011-10-29 4:00:00 AM,1920,19,CHURCH ST,GOULD ST,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.658245,-79.37789,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DARK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,VEHICLE OWNER,unknown,,,OTHER,,,,,,,,,,"CYCLIST,AUTOMOBILE",,Church-Yonge Corridor (75)
2011,2011-10-29 4:00:00 AM,1920,19,CHURCH ST,GOULD ST,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.658245,-79.37789,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DARK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,50 to 54,NONE,NORTH,"AUTOMOBILE, STATION WAGON",OVERTAKING,OTHER,OTHER,,,,,,,"CYCLIST,AUTOMOBILE",,Church-Yonge Corridor (75)
2011,2011-10-29 4:00:00 AM,1920,19,CHURCH ST,GOULD ST,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.658245,-79.37789,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DARK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,20 to 24,NONE,NORTH,BICYCLE,OVERTAKING,,,,,,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Driving Properly,Normal,"CYCLIST,AUTOMOBILE",,Church-Yonge Corridor (75)
2011,2011-10-29 4:00:00 AM,1920,19,CHURCH ST,GOULD ST,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.658245,-79.37789,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DARK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,25 to 29,MAJOR,NORTH,BICYCLE,GOING AHEAD,,,,,,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Driving Properly,Normal,"CYCLIST,AUTOMOBILE",,Church-Yonge Corridor (75)
2008,2008-10-22 4:00:00 AM,1927,19,COXWELL AVE,COSBURN AVE,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.694145,-79.32799,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DARK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,25 to 29,NONE,EAST,"AUTOMOBILE, STATION WAGON",TURNING LEFT,IMPROPER TURN,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,Old East York (58)
2008,2008-10-22 4:00:00 AM,1927,19,COXWELL AVE,COSBURN AVE,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.694145,-79.32799,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DARK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,25 to 29,MAJOR,WEST,BICYCLE,GOING AHEAD,,,,,,Motorist turned left across cyclists path.,Driving Properly,Normal,"CYCLIST,AUTOMOBILE",,Old East York (58)
2018,2018-07-16 4:00:00 AM,1928,19,DUNDAS ST E,PARLIAMENT ST,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.659369,-79.365978,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,35 to 39,MAJOR,SOUTH,BICYCLE,GOING AHEAD,,,,,,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Disobeyed Traffic Control,Unknown,"CYCLIST,AUTOMOBILE",,Regent Park (72)
2018,2018-07-16 4:00:00 AM,1928,19,DUNDAS ST E,PARLIAMENT ST,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.659369,-79.365978,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,55 to 59,NONE,WEST,"AUTOMOBILE, STATION WAGON",GOING AHEAD,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,Regent Park (72)
2008,2008-11-30 5:00:00 AM,1930,19,BARKWIN DR,ISLINGTON AVE,,MAJOR ARTERIAL,ETOBICOKE YORK,43.738145,-79.56569,INTERSECTION,AT INTERSECTION,STOP SIGN,CLEAR,DARK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,unknown,NONE,WEST,"AUTOMOBILE, STATION WAGON",SLOWING OR STOPPING,DRIVING PROPERLY,UNKNOWN,,,,,,,"CYCLIST,AUTOMOBILE",,Thistletown-Beaumond Heights (3)
2008,2008-11-30 5:00:00 AM,1930,19,BARKWIN DR,ISLINGTON AVE,,MAJOR ARTERIAL,ETOBICOKE YORK,43.738145,-79.56569,INTERSECTION,AT INTERSECTION,STOP SIGN,CLEAR,DARK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,45 to 49,MAJOR,SOUTH,BICYCLE,GOING AHEAD,,,,,,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Failed to Yield Right of Way,Inattentive,"CYCLIST,AUTOMOBILE",,Thistletown-Beaumond Heights (3)
2011,2011-08-30 4:00:00 AM,1930,19,LANSDOWNE AVEN,RIDEAU AVEN,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.645445,-79.43849,MID-BLOCK,,NO CONTROL,CLEAR,"DARK, ARTIFICIAL",DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,VEHICLE OWNER,unknown,,,OTHER,,,,,,,,,,"CYCLIST,AUTOMOBILE","SPEEDING,AGGRESIVE AND DISTRACTED",Roncesvalles (86)
